activity_id,user_id,department,user_role,system_name,privileged_access,successful_logins,failed_logins,after_hours_events,sensitive_records_accessed,distinct_locations,primary_country,activity_timestamp,synthetic_anomaly_label
A006950,U0407,Finance,Finance Analyst,CUSTOMER-PORTAL,0,11,2,1,42,2,Singapore,2026-07-19T09:14,0
A006951,U0557,Finance,Standard User,PAYMENTS,0,27,4,1,29,1,Singapore,2026-06-12T06:18,0
A006952,U0155,Sales,Standard User,DEVOPS,0,10,4,0,32,1,Sri Lanka,2026-06-24T02:22,0
A006953,U0374,Operations,System Administrator,ERP-PROD,1,16,1,2,39,1,Sri Lanka,2026-07-17T00:10,0
A006954,U0588,Procurement,Support Agent,HRIS,0,16,1,2,57,1,Sri Lanka,2026-07-27T02:49,0
A006955,U0614,Customer Support,HR Specialist,DATA-WAREHOUSE,0,12,1,0,140,1,India,2026-07-13T15:18,0
A006956,U0292,Legal,Developer,CRM-CLOUD,0,6,7,0,152,1,Sri Lanka,2026-06-12T02:34,0
A006957,U0066,Human Resources,Database Administrator,PAYMENTS,1,8,1,0,141,1,Sri Lanka,2026-08-24T04:24,0
A006958,U0150,Customer Support,Standard User,CUSTOMER-PORTAL,0,6,0,0,50,1,United States,2026-07-16T22:51,0
A006959,U0287,Sales,Standard User,DATA-WAREHOUSE,0,6,2,1,37,1,Sri Lanka,2026-07-10T14:54,0
A006960,U0237,Procurement,Support Agent,HRIS,0,15,7,0,48,1,India,2026-08-06T03:00,0
A006961,U0402,Finance,Support Agent,EMAIL,0,10,1,0,189,1,India,2026-07-11T06:29,0
A006962,U0428,Information Technology,Contractor,HRIS,0,26,1,1,139,1,United Kingdom,2026-07-07T06:32,0
A006963,U0718,Human Resources,Database Administrator,HRIS,1,10,0,1,71,1,Sri Lanka,2026-07-27T09:07,0
A006964,U0884,Human Resources,Standard User,EMAIL,0,11,5,2,30,1,Singapore,2026-07-26T14:42,0
A006965,U0657,Operations,HR Specialist,PAYMENTS,0,4,0,0,50,1,Sri Lanka,2026-08-05T20:41,0
A006966,U0392,Human Resources,Developer,ERP-PROD,1,8,0,0,22,1,Sri Lanka,2026-08-11T00:22,0
A006967,U0264,Sales,HR Specialist,DATA-WAREHOUSE,0,11,0,0,345,1,Sri Lanka,2026-08-29T17:16,0
A006968,U0810,Legal,Standard User,EMAIL,0,13,1,0,453,1,Sri Lanka,2026-06-16T20:40,0
A006969,U0859,Operations,Contractor,EMAIL,0,1,0,0,62,1,India,2026-07-17T03:29,0
A006970,U0220,Legal,Developer,PAYMENTS,0,17,1,0,188,1,Sri Lanka,2026-08-06T13:02,0
A006971,U0319,Customer Support,Finance Analyst,CRM-CLOUD,0,2,2,1,93,1,Sri Lanka,2026-07-05T20:48,0
A006972,U0028,Finance,Database Administrator,DATA-WAREHOUSE,1,7,3,0,139,1,Sri Lanka,2026-07-13T04:13,0
A006973,U0696,Finance,Standard User,HRIS,0,1,1,1,342,1,Sri Lanka,2026-06-24T11:18,0
A006974,U0590,Procurement,Developer,CUSTOMER-PORTAL,0,11,3,1,74,1,India,2026-08-28T15:53,0
A006975,U0402,Procurement,Standard User,CRM-CLOUD,0,15,0,0,157,2,United Kingdom,2026-09-01T09:54,0
A006976,U0024,Customer Support,HR Specialist,DEVOPS,0,12,2,0,63,2,Sri Lanka,2026-07-20T01:28,0
A006977,U0137,Procurement,HR Specialist,DEVOPS,0,29,4,0,811,1,Sri Lanka,2026-07-11T18:20,0
A006978,U0468,Human Resources,Finance Analyst,HRIS,0,7,4,1,294,1,Sri Lanka,2026-06-17T15:47,0
A006979,U0803,Customer Support,Finance Analyst,DATA-WAREHOUSE,0,12,2,1,15487,2,India,2026-07-17T19:29,1
A006980,U0389,Information Technology,Contractor,FILE-SHARE,0,19,0,0,33,8,Sri Lanka,2026-08-03T17:27,1
A006981,U0162,Customer Support,Standard User,HRIS,0,18,2,0,125,1,United States,2026-09-01T00:26,0
A006982,U0591,Information Technology,Finance Analyst,CRM-CLOUD,0,12,0,0,42,2,Sri Lanka,2026-06-21T18:00,0
A006983,U0193,Finance,Developer,ERP-PROD,0,21,2,0,97,1,Sri Lanka,2026-08-11T14:15,0
A006984,U0452,Information Technology,Standard User,HRIS,0,14,0,0,56,1,Sri Lanka,2026-06-03T22:17,0
A006985,U0675,Human Resources,Developer,EMAIL,1,11,0,1,107,4,Sri Lanka,2026-06-10T20:37,1
A006986,U0568,Human Resources,Standard User,CRM-CLOUD,0,6,0,1,65,1,Sri Lanka,2026-08-03T02:19,0
A006987,U0799,Legal,Support Agent,PAYMENTS,0,8,0,1,52,1,Sri Lanka,2026-06-05T04:21,0
A006988,U0229,Procurement,Finance Analyst,FILE-SHARE,0,19,2,0,419,1,Sri Lanka,2026-07-18T17:58,0
A006989,U0763,Sales,Standard User,DATA-WAREHOUSE,0,3,2,1,106,1,Sri Lanka,2026-07-04T22:58,0
A006990,U0659,Information Technology,System Administrator,CUSTOMER-PORTAL,1,12,3,1,213,1,Sri Lanka,2026-07-05T12:22,0
A006991,U0056,Human Resources,Support Agent,CRM-CLOUD,0,21,1,1,23,1,Sri Lanka,2026-09-01T19:11,0
A006992,U0469,Sales,Standard User,HRIS,0,7,0,0,104,1,Sri Lanka,2026-06-12T14:40,0
A006993,U0228,Sales,Developer,CUSTOMER-PORTAL,1,18,0,1,78,1,Singapore,2026-08-29T00:55,0
A006994,U0889,Human Resources,Standard User,HRIS,0,11,6,0,36,1,United Kingdom,2026-06-20T00:14,0
A006995,U0560,Finance,Finance Analyst,DATA-WAREHOUSE,0,29,1,0,84,1,Sri Lanka,2026-09-01T02:10,0
A006996,U0787,Information Technology,Developer,CUSTOMER-PORTAL,0,1,1,1,43,1,United Kingdom,2026-06-17T07:43,0
A006997,U0720,Finance,Standard User,ERP-PROD,0,8,2,0,64,2,Sri Lanka,2026-06-10T07:25,0
A006998,U0050,Legal,Contractor,FILE-SHARE,0,6,1,1,321,1,Sri Lanka,2026-06-21T09:39,0
A006999,U0399,Operations,Contractor,CUSTOMER-PORTAL,0,11,0,0,40,1,United States,2026-06-13T22:37,0
A007000,U0475,Procurement,HR Specialist,ERP-PROD,0,14,1,0,192,1,United States,2026-08-28T22:03,0
A007001,U0197,Finance,Developer,FILE-SHARE,0,20,1,0,316,2,Sri Lanka,2026-06-19T01:32,0
A007002,U0545,Procurement,HR Specialist,PAYMENTS,0,5,1,0,33,1,Sri Lanka,2026-06-21T13:08,0
A007003,U0302,Information Technology,Support Agent,EMAIL,0,13,0,0,7298,1,United Kingdom,2026-07-01T00:24,1
A007004,U0295,Customer Support,Developer,EMAIL,0,16,0,0,40,2,Sri Lanka,2026-07-14T16:12,0
A007005,U0657,Information Technology,Standard User,CUSTOMER-PORTAL,0,17,1,0,110,1,Singapore,2026-08-08T13:10,0
A007006,U0234,Procurement,Standard User,HRIS,0,14,0,0,92,2,Singapore,2026-08-14T08:41,0
A007007,U0725,Human Resources,Standard User,DATA-WAREHOUSE,0,27,1,2,41,1,Sri Lanka,2026-06-24T10:12,0
A007008,U0293,Finance,Standard User,HRIS,0,8,2,0,31,1,Sri Lanka,2026-07-07T16:44,0
A007009,U0769,Customer Support,Standard User,HRIS,0,6,2,1,50,1,Sri Lanka,2026-07-29T14:21,0
A007010,U0048,Operations,Standard User,CUSTOMER-PORTAL,0,7,1,0,84,1,Sri Lanka,2026-08-20T10:28,0
A007011,U0489,Operations,Finance Analyst,DATA-WAREHOUSE,0,17,3,1,71,2,Sri Lanka,2026-08-21T01:48,0
A007012,U0223,Legal,Standard User,ERP-PROD,0,9,2,1,140,1,Sri Lanka,2026-08-28T04:44,0
A007013,U0809,Information Technology,Standard User,DATA-WAREHOUSE,0,13,1,0,27,1,Sri Lanka,2026-07-15T17:21,0
A007014,U0850,Finance,Support Agent,DEVOPS,0,3,0,1,30,1,Sri Lanka,2026-06-21T18:10,0
A007015,U0246,Procurement,Standard User,DATA-WAREHOUSE,0,11,0,0,15,2,Sri Lanka,2026-08-29T15:03,0
A007016,U0855,Information Technology,Finance Analyst,DATA-WAREHOUSE,0,21,5,0,81,1,Singapore,2026-07-22T08:40,0
A007017,U0052,Operations,Developer,FILE-SHARE,0,13,1,0,66,1,Sri Lanka,2026-08-30T03:55,0
A007018,U0592,Human Resources,Standard User,PAYMENTS,0,14,3,3,539,1,Sri Lanka,2026-08-04T21:38,0
A007019,U0467,Customer Support,Developer,EMAIL,0,13,3,0,28,1,Sri Lanka,2026-07-16T22:26,0
A007020,U0297,Customer Support,HR Specialist,FILE-SHARE,0,13,2,1,27,1,Singapore,2026-08-09T07:25,0
A007021,U0007,Procurement,Contractor,ERP-PROD,0,10,3,0,203,1,Sri Lanka,2026-07-14T02:34,0
A007022,U0837,Sales,Standard User,PAYMENTS,0,15,1,0,22,1,India,2026-07-01T17:25,0
A007023,U0781,Finance,Standard User,HRIS,0,17,3,0,109,1,Sri Lanka,2026-06-10T12:49,0
A007024,U0214,Legal,Standard User,EMAIL,0,13,2,2,250,1,Sri Lanka,2026-06-26T05:27,0
A007025,U0092,Human Resources,HR Specialist,EMAIL,0,15,1,0,272,2,United Kingdom,2026-06-18T07:53,0
A007026,U0164,Human Resources,Support Agent,DATA-WAREHOUSE,0,2,1,1,34,2,Singapore,2026-06-11T03:14,0
A007027,U0559,Sales,Standard User,CUSTOMER-PORTAL,0,15,0,1,202,1,India,2026-06-29T01:32,0
A007028,U0890,Information Technology,Standard User,CUSTOMER-PORTAL,0,11,2,0,113,1,Sri Lanka,2026-07-19T06:09,0
A007029,U0816,Human Resources,Standard User,PAYMENTS,0,13,1,0,292,1,Sri Lanka,2026-06-09T22:07,0
A007030,U0007,Customer Support,Standard User,DATA-WAREHOUSE,0,10,2,1,64,1,India,2026-08-08T21:15,0
A007031,U0822,Procurement,Developer,DEVOPS,0,9,1,2,19168,1,Sri Lanka,2026-06-11T08:35,1
A007032,U0379,Information Technology,Contractor,EMAIL,0,16,1,2,59,1,Sri Lanka,2026-06-21T09:47,0
A007033,U0592,Operations,Developer,FILE-SHARE,0,22,1,0,48,1,Sri Lanka,2026-08-28T09:12,0
A007034,U0186,Legal,Standard User,CUSTOMER-PORTAL,0,8,2,1,120,1,Sri Lanka,2026-08-30T17:33,0
A007035,U0770,Procurement,Standard User,CUSTOMER-PORTAL,0,3,2,1,46,1,Sri Lanka,2026-06-26T06:25,0
A007036,U0330,Sales,Standard User,CUSTOMER-PORTAL,0,18,2,0,267,1,Sri Lanka,2026-06-19T05:55,0
A007037,U0777,Human Resources,Developer,HRIS,0,13,1,0,128,1,Sri Lanka,2026-07-21T05:49,0
A007038,U0454,Customer Support,Developer,DATA-WAREHOUSE,0,27,5,0,105,1,Sri Lanka,2026-08-30T20:35,0
A007039,U0011,Legal,Standard User,PAYMENTS,0,18,9,0,350,1,United States,2026-08-30T20:01,0
A007040,U0231,Legal,Developer,DEVOPS,0,18,5,1,186,1,Sri Lanka,2026-06-24T03:03,0
A007041,U0819,Procurement,Standard User,DEVOPS,0,12,1,0,83,1,Sri Lanka,2026-08-11T09:08,0
A007042,U0754,Sales,Developer,DEVOPS,0,1,1,0,193,1,Sri Lanka,2026-06-14T15:58,0
A007043,U0223,Legal,Developer,PAYMENTS,1,9,0,1,37,1,Sri Lanka,2026-08-02T18:02,0
A007044,U0638,Sales,Standard User,DEVOPS,0,16,1,1,109,1,Singapore,2026-07-13T08:54,0
A007045,U0704,Legal,System Administrator,DATA-WAREHOUSE,1,18,2,0,158,1,Sri Lanka,2026-06-12T19:27,0
A007046,U0152,Customer Support,Standard User,PAYMENTS,0,24,2,2,35,2,Sri Lanka,2026-06-24T04:12,0
A007047,U0493,Legal,Standard User,HRIS,0,14,1,2,46,1,United States,2026-06-10T07:04,0
A007048,U0026,Legal,Support Agent,FILE-SHARE,0,15,1,4,41,3,India,2026-08-18T16:58,0
A007049,U0624,Sales,HR Specialist,ERP-PROD,0,16,2,0,366,1,Sri Lanka,2026-08-23T22:58,0
A007050,U0439,Operations,Contractor,EMAIL,0,17,1,0,13,1,Sri Lanka,2026-07-21T12:23,0
A007051,U0233,Legal,Contractor,HRIS,0,8,2,0,61,1,Sri Lanka,2026-07-10T19:13,0
A007052,U0187,Sales,Standard User,HRIS,0,8,3,1,95,1,Sri Lanka,2026-06-09T04:36,0
A007053,U0662,Customer Support,Finance Analyst,DATA-WAREHOUSE,0,14,0,0,24,1,Sri Lanka,2026-08-20T06:30,0
A007054,U0709,Legal,Finance Analyst,DEVOPS,0,14,1,0,37,1,Sri Lanka,2026-08-03T04:19,0
A007055,U0753,Finance,Finance Analyst,CRM-CLOUD,0,14,1,3,60,1,Sri Lanka,2026-08-19T17:23,0
A007056,U0441,Legal,Standard User,DEVOPS,0,16,0,1,282,1,Sri Lanka,2026-08-26T14:28,0
A007057,U0258,Legal,Standard User,PAYMENTS,0,7,0,0,35,1,Sri Lanka,2026-06-19T18:12,0
A007058,U0638,Information Technology,Developer,CRM-CLOUD,0,10,0,1,339,1,Sri Lanka,2026-08-24T14:03,0
A007059,U0197,Legal,System Administrator,CUSTOMER-PORTAL,1,4,0,0,67,1,Sri Lanka,2026-07-11T02:56,0
A007060,U0836,Sales,Standard User,CRM-CLOUD,0,10,2,0,22,1,India,2026-08-27T23:09,0
A007061,U0508,Legal,Finance Analyst,CRM-CLOUD,0,13,3,1,77,1,Sri Lanka,2026-07-04T21:44,0
A007062,U0338,Human Resources,Support Agent,CUSTOMER-PORTAL,0,1,0,0,163,1,Sri Lanka,2026-08-30T22:59,0
A007063,U0283,Legal,Standard User,PAYMENTS,0,27,1,0,25,1,Sri Lanka,2026-07-25T14:39,0
A007064,U0645,Legal,Standard User,ERP-PROD,0,1,0,1,124,1,Sri Lanka,2026-07-29T13:17,0
A007065,U0276,Customer Support,Standard User,DATA-WAREHOUSE,0,23,3,1,1251,3,Sri Lanka,2026-08-15T11:26,0
A007066,U0848,Customer Support,Standard User,DEVOPS,1,177,0,1,165,2,India,2026-07-04T03:40,1
A007067,U0497,Operations,Support Agent,CUSTOMER-PORTAL,0,30,2,0,156,1,Sri Lanka,2026-07-19T03:35,0
A007068,U0861,Sales,Standard User,FILE-SHARE,0,17,1,0,16,3,United States,2026-07-07T20:48,0
A007069,U0785,Human Resources,Finance Analyst,CRM-CLOUD,0,1,1,0,41,1,Sri Lanka,2026-07-03T08:56,0
A007070,U0713,Information Technology,Standard User,CRM-CLOUD,0,19,0,0,4,1,Sri Lanka,2026-08-07T10:47,0
A007071,U0787,Operations,Standard User,EMAIL,0,17,0,0,40,1,Sri Lanka,2026-08-14T16:28,0
A007072,U0827,Procurement,Standard User,FILE-SHARE,0,3,0,0,91,1,Sri Lanka,2026-06-19T05:35,0
A007073,U0036,Finance,Standard User,FILE-SHARE,0,22,1,1,48,2,United Kingdom,2026-06-03T05:32,0
A007074,U0764,Finance,HR Specialist,CUSTOMER-PORTAL,0,17,1,3,594,1,India,2026-08-21T08:28,0
A007075,U0053,Procurement,Standard User,EMAIL,0,12,1,0,146,1,Sri Lanka,2026-07-05T09:53,0
A007076,U0644,Sales,Developer,PAYMENTS,0,9,1,0,42,1,Sri Lanka,2026-07-04T18:19,0
A007077,U0403,Legal,System Administrator,DATA-WAREHOUSE,1,18,1,0,91,1,Singapore,2026-06-09T10:17,0
A007078,U0511,Legal,Standard User,HRIS,0,14,4,1,75,1,Sri Lanka,2026-06-24T12:36,0
A007079,U0547,Sales,Finance Analyst,PAYMENTS,0,7,0,0,1262,1,Sri Lanka,2026-08-18T20:10,0
A007080,U0011,Sales,Standard User,DATA-WAREHOUSE,0,20,2,0,26,1,Sri Lanka,2026-08-21T20:16,0
A007081,U0067,Operations,Standard User,HRIS,0,11,0,0,54,1,Sri Lanka,2026-07-19T06:22,0
A007082,U0192,Customer Support,Database Administrator,CRM-CLOUD,1,9,6,0,66,2,United Kingdom,2026-08-30T02:55,0
A007083,U0877,Human Resources,System Administrator,CRM-CLOUD,1,16,4,0,23,2,Sri Lanka,2026-07-14T06:14,0
A007084,U0567,Procurement,Developer,DEVOPS,0,13,1,0,100,1,Sri Lanka,2026-07-28T19:13,0
A007085,U0451,Human Resources,Contractor,FILE-SHARE,0,25,1,4,192,1,Sri Lanka,2026-06-07T04:10,0
A007086,U0165,Customer Support,Support Agent,CRM-CLOUD,0,18,1,0,71,1,Sri Lanka,2026-07-16T17:46,0
A007087,U0004,Finance,Standard User,HRIS,0,17,1,0,44,1,Sri Lanka,2026-06-17T00:16,0
A007088,U0821,Human Resources,Standard User,ERP-PROD,0,2,0,0,41,1,Sri Lanka,2026-08-09T16:07,0
A007089,U0383,Information Technology,Finance Analyst,PAYMENTS,0,18,2,1,131,1,Sri Lanka,2026-06-07T00:42,0
A007090,U0860,Sales,HR Specialist,CRM-CLOUD,0,2,3,1,74,1,Sri Lanka,2026-07-05T13:02,0
A007091,U0688,Finance,Standard User,EMAIL,0,1,2,0,370,2,Sri Lanka,2026-07-08T04:17,0
A007092,U0635,Information Technology,Support Agent,CRM-CLOUD,0,17,2,0,125,1,Germany,2026-07-20T13:14,0
A007093,U0775,Information Technology,Support Agent,ERP-PROD,0,10,2,0,47,1,Sri Lanka,2026-06-10T03:21,0
A007094,U0886,Sales,Support Agent,FILE-SHARE,0,18,2,0,232,1,Sri Lanka,2026-07-09T01:02,0
A007095,U0642,Procurement,Database Administrator,ERP-PROD,1,20,1,2,11,1,United Kingdom,2026-07-18T18:01,0
A007096,U0178,Finance,Support Agent,HRIS,0,20,0,1,527,1,Singapore,2026-06-18T21:55,0
A007097,U0174,Human Resources,Developer,EMAIL,0,14,5,2,108,1,Sri Lanka,2026-07-26T08:07,0
A007098,U0528,Information Technology,Developer,PAYMENTS,0,7,1,2,37,2,Sri Lanka,2026-08-25T16:21,0
A007099,U0823,Human Resources,Standard User,PAYMENTS,0,26,1,0,59,1,United States,2026-06-27T16:22,0
A007100,U0446,Information Technology,Finance Analyst,PAYMENTS,0,20,1,0,151,1,Sri Lanka,2026-07-29T06:06,0
A007101,U0008,Information Technology,Standard User,CRM-CLOUD,0,17,2,2,172,3,Sri Lanka,2026-07-17T10:29,0
A007102,U0359,Information Technology,Developer,ERP-PROD,0,15,1,0,17,1,Sri Lanka,2026-08-23T18:50,0
A007103,U0184,Legal,Standard User,CUSTOMER-PORTAL,0,14,2,1,310,3,India,2026-07-20T04:04,0
A007104,U0802,Procurement,HR Specialist,ERP-PROD,0,6,0,0,15,1,United Kingdom,2026-07-15T15:26,0
A007105,U0304,Legal,Developer,DATA-WAREHOUSE,0,7,1,1,120,1,Sri Lanka,2026-06-30T08:49,0
A007106,U0059,Customer Support,Developer,EMAIL,0,17,1,0,38,1,Sri Lanka,2026-08-11T04:15,0
A007107,U0405,Finance,Standard User,EMAIL,0,3,1,0,611,1,Sri Lanka,2026-07-24T07:14,0
A007108,U0527,Sales,Support Agent,PAYMENTS,0,13,2,2,63,1,Sri Lanka,2026-08-06T12:12,0
A007109,U0022,Human Resources,HR Specialist,EMAIL,0,21,1,1,75,1,Sri Lanka,2026-07-26T00:32,0
A007110,U0555,Legal,Standard User,HRIS,0,13,1,1,71,1,Sri Lanka,2026-08-25T01:00,0
A007111,U0548,Operations,Database Administrator,DATA-WAREHOUSE,1,21,1,1,41,1,United Kingdom,2026-07-10T02:19,0
A007112,U0289,Human Resources,Finance Analyst,EMAIL,0,3,3,0,200,1,India,2026-07-14T04:33,0
A007113,U0280,Finance,Database Administrator,FILE-SHARE,1,22,4,0,75,1,Sri Lanka,2026-07-02T09:39,0
A007114,U0137,Legal,Contractor,PAYMENTS,0,23,1,1,753,2,United Kingdom,2026-07-15T14:42,0
A007115,U0792,Sales,Standard User,ERP-PROD,0,13,1,3,52,1,Sri Lanka,2026-06-23T22:48,0
A007116,U0170,Legal,Finance Analyst,FILE-SHARE,0,25,0,1,33,1,Sri Lanka,2026-06-28T05:18,0
A007117,U0083,Finance,Standard User,FILE-SHARE,0,8,0,0,90,1,Sri Lanka,2026-08-14T13:16,0
A007118,U0598,Operations,Standard User,CUSTOMER-PORTAL,0,1,0,1,36,1,Singapore,2026-06-03T23:27,0
A007119,U0455,Customer Support,Developer,CUSTOMER-PORTAL,1,6,0,0,54,1,Sri Lanka,2026-08-16T19:56,0
A007120,U0637,Legal,Developer,DEVOPS,0,10,2,1,394,1,Sri Lanka,2026-06-30T13:39,0
A007121,U0021,Operations,Contractor,PAYMENTS,0,11,1,1,29,1,Sri Lanka,2026-08-01T23:54,0
A007122,U0215,Legal,Support Agent,FILE-SHARE,0,4,1,0,14,1,Sri Lanka,2026-07-28T11:48,0
A007123,U0695,Finance,HR Specialist,EMAIL,0,13,1,0,42,1,United Kingdom,2026-07-08T22:20,0
A007124,U0337,Information Technology,Finance Analyst,HRIS,0,8,3,0,274,1,Sri Lanka,2026-06-06T03:54,0
A007125,U0639,Customer Support,Standard User,CUSTOMER-PORTAL,0,13,1,2,26,1,Sri Lanka,2026-07-17T03:14,0
A007126,U0300,Human Resources,Developer,EMAIL,0,16,0,0,66,1,Sri Lanka,2026-08-16T11:59,0
A007127,U0323,Procurement,Standard User,HRIS,0,18,45,2,170,1,Singapore,2026-08-30T06:28,1
A007128,U0492,Human Resources,Standard User,HRIS,0,14,1,0,42,1,India,2026-07-03T16:45,0
A007129,U0694,Finance,Standard User,CRM-CLOUD,0,2,1,1,164,1,Sri Lanka,2026-07-25T04:18,0
A007130,U0014,Finance,Finance Analyst,DEVOPS,0,8,1,1,8,3,Sri Lanka,2026-08-29T01:33,0
A007131,U0264,Customer Support,Contractor,PAYMENTS,0,5,1,3,178,1,Sri Lanka,2026-07-09T02:46,0
A007132,U0675,Human Resources,System Administrator,FILE-SHARE,1,4,17,0,44,1,Sri Lanka,2026-07-05T23:48,1
A007133,U0174,Procurement,Finance Analyst,CUSTOMER-PORTAL,0,10,4,0,79,1,Sri Lanka,2026-06-29T20:51,0
A007134,U0880,Finance,Standard User,HRIS,0,12,0,1,8,1,Sri Lanka,2026-06-10T11:17,0
A007135,U0434,Operations,Finance Analyst,DEVOPS,0,9,1,0,17,1,Sri Lanka,2026-06-16T10:27,0
A007136,U0671,Finance,Finance Analyst,HRIS,0,15,2,0,2,1,Sri Lanka,2026-08-04T06:53,0
A007137,U0764,Customer Support,Finance Analyst,DEVOPS,0,2,3,0,28,2,Sri Lanka,2026-07-18T15:20,0
A007138,U0475,Customer Support,Support Agent,DATA-WAREHOUSE,0,10,1,0,67,1,Sri Lanka,2026-06-06T23:46,0
A007139,U0391,Legal,Support Agent,DATA-WAREHOUSE,0,7,0,1,127,1,Sri Lanka,2026-08-29T12:57,0
A007140,U0673,Sales,Contractor,DEVOPS,0,7,3,0,22071,2,Sri Lanka,2026-06-11T13:31,1
A007141,U0612,Sales,Standard User,DATA-WAREHOUSE,0,5,0,1,80,1,United States,2026-08-11T10:34,0
A007142,U0673,Procurement,Standard User,EMAIL,0,18,1,0,30,1,Sri Lanka,2026-08-21T12:36,0
A007143,U0594,Operations,System Administrator,FILE-SHARE,1,4,0,0,81,1,India,2026-06-09T07:28,0
A007144,U0376,Legal,Support Agent,DATA-WAREHOUSE,0,15,1,0,228,1,Sri Lanka,2026-09-01T05:59,0
A007145,U0355,Information Technology,HR Specialist,DATA-WAREHOUSE,0,9,0,0,68,1,Sri Lanka,2026-07-09T12:33,0
A007146,U0656,Legal,Support Agent,HRIS,0,10,1,0,53,1,Sri Lanka,2026-06-24T04:03,0
A007147,U0453,Sales,HR Specialist,CUSTOMER-PORTAL,0,5,2,0,39,1,Sri Lanka,2026-08-30T21:04,0
A007148,U0230,Human Resources,Finance Analyst,DEVOPS,0,25,1,0,36,1,Sri Lanka,2026-06-04T11:22,0
A007149,U0687,Operations,HR Specialist,CUSTOMER-PORTAL,0,14,0,0,31,1,United States,2026-06-24T15:05,0
A007150,U0747,Human Resources,Standard User,CRM-CLOUD,0,2,1,2,33,1,Sri Lanka,2026-07-11T04:38,0
A007151,U0065,Legal,Standard User,CRM-CLOUD,0,1,7,1,203,2,Sri Lanka,2026-07-13T20:25,0
A007152,U0731,Finance,Support Agent,PAYMENTS,0,1,2,1,148,2,Sri Lanka,2026-08-30T03:54,0
A007153,U0633,Procurement,Finance Analyst,CUSTOMER-PORTAL,0,15,2,1,36,1,Sri Lanka,2026-07-11T22:20,0
A007154,U0086,Procurement,Developer,EMAIL,0,2,4,2,165,1,Sri Lanka,2026-08-09T18:23,0
A007155,U0743,Information Technology,Finance Analyst,CRM-CLOUD,0,19,0,2,26,1,United States,2026-06-08T05:23,0
A007156,U0319,Customer Support,HR Specialist,PAYMENTS,0,1,2,0,312,1,Sri Lanka,2026-08-03T16:50,0
A007157,U0094,Sales,Support Agent,CUSTOMER-PORTAL,0,22,1,0,10,1,United Kingdom,2026-08-04T03:12,0
A007158,U0654,Procurement,Support Agent,CRM-CLOUD,0,3,3,1,116,1,Sri Lanka,2026-06-22T00:11,0
A007159,U0032,Operations,Standard User,DEVOPS,0,15,1,0,256,1,Sri Lanka,2026-06-08T07:18,0
A007160,U0187,Legal,Standard User,EMAIL,0,14,1,1,105,1,Sri Lanka,2026-07-14T17:55,0
A007161,U0127,Operations,Developer,ERP-PROD,1,8,0,1,24,1,Sri Lanka,2026-06-07T16:22,0
A007162,U0664,Information Technology,Standard User,ERP-PROD,0,17,0,1,16,1,United Kingdom,2026-08-07T15:18,0
A007163,U0332,Customer Support,Developer,FILE-SHARE,0,10,1,1,126,1,India,2026-07-18T12:49,0
A007164,U0235,Procurement,Support Agent,HRIS,0,6,0,0,616,1,Sri Lanka,2026-08-31T23:42,0
A007165,U0576,Procurement,Developer,DATA-WAREHOUSE,0,17,12,1,285,1,Sri Lanka,2026-06-10T22:48,0
A007166,U0849,Legal,Standard User,HRIS,0,6,7,1,65,1,Sri Lanka,2026-08-25T18:57,0
A007167,U0660,Operations,HR Specialist,HRIS,0,22,0,0,57,1,Sri Lanka,2026-06-11T02:56,0
A007168,U0325,Customer Support,Standard User,DEVOPS,0,1,1,1,252,1,India,2026-06-10T16:21,0
A007169,U0175,Legal,Contractor,HRIS,0,13,3,0,1036,1,Germany,2026-08-12T17:07,0
A007170,U0041,Procurement,Finance Analyst,HRIS,0,10,1,1,158,2,Sri Lanka,2026-08-19T15:14,0
A007171,U0348,Procurement,HR Specialist,EMAIL,0,8,2,0,91,2,Singapore,2026-07-10T09:08,0
A007172,U0825,Legal,System Administrator,EMAIL,1,25,2,0,622,1,India,2026-08-24T08:03,0
A007173,U0150,Operations,Standard User,HRIS,0,19,0,1,63,2,Sri Lanka,2026-06-20T18:18,0
A007174,U0173,Customer Support,Developer,CRM-CLOUD,1,29,2,0,155,1,Sri Lanka,2026-08-26T22:22,0
A007175,U0452,Customer Support,Support Agent,DEVOPS,0,17,0,2,425,1,Sri Lanka,2026-06-27T23:32,0
A007176,U0214,Information Technology,Finance Analyst,HRIS,0,25,0,1,139,1,Singapore,2026-08-09T19:50,0
A007177,U0531,Human Resources,Standard User,PAYMENTS,0,6,0,1,130,1,Sri Lanka,2026-08-07T10:50,0
A007178,U0204,Information Technology,Support Agent,PAYMENTS,0,10,0,1,332,1,Germany,2026-08-09T23:51,0
A007179,U0335,Customer Support,Standard User,EMAIL,0,7,2,0,11,1,Sri Lanka,2026-08-24T12:57,0
A007180,U0006,Finance,Contractor,DATA-WAREHOUSE,0,10,1,3,68,2,Sri Lanka,2026-06-13T09:44,0
A007181,U0143,Operations,Finance Analyst,CUSTOMER-PORTAL,0,12,0,1,192,1,Sri Lanka,2026-07-19T00:03,0
A007182,U0091,Operations,Standard User,HRIS,0,24,1,1,90,1,Germany,2026-07-10T02:40,0
A007183,U0806,Human Resources,Standard User,CUSTOMER-PORTAL,0,16,1,0,27,1,Sri Lanka,2026-06-15T00:52,0
