control_id,control_name,control_domain,control_type,control_owner,test_frequency,automated_control,design_effectiveness,operating_effectiveness,sample_size,failed_samples,last_test_date,next_test_date,linked_risk_id,deficiency_severity,test_status
C0880,Data Protection Control 0880,Data Protection,Corrective,N. Silva,Quarterly,1,Effective,Effective,10,0,2025-06-04,2025-09-02,R01893,None,Overdue
C0881,Incident Response Control 0881,Incident Response,Corrective,T. Karunaratne,Monthly,1,Effective,Effective,30,0,2025-08-25,2025-09-24,R02312,None,Overdue
C0882,Business Continuity Control 0882,Business Continuity,Detective,M. Wijesinghe,Monthly,1,Effective,Ineffective,30,9,2025-11-25,2025-12-25,R00193,High,Overdue
C0883,Incident Response Control 0883,Incident Response,Detective,M. Wijesinghe,Monthly,0,Effective,Effective,5,0,2026-06-08,2026-07-08,R04845,None,Overdue
C0884,Access Control Control 0884,Access Control,Detective,N. Silva,Annual,0,Effective,Ineffective,20,2,2025-09-14,2026-09-14,R01156,Medium,Scheduled
C0885,Change Management Control 0885,Change Management,Preventive,D. Senanayake,Quarterly,1,Effective,Ineffective,40,3,2025-10-25,2026-01-23,R02825,Low,Overdue
C0886,Security Awareness Control 0886,Security Awareness,Detective,K. Fernando,Quarterly,1,Effective,Needs Improvement,30,10,2026-06-27,2026-09-25,R02958,High,Scheduled
C0887,Vulnerability Management Control 0887,Vulnerability Management,Preventive,N. Silva,Continuous,0,Effective,Effective,40,0,2025-11-11,2025-12-11,R01896,None,Overdue
C0888,Change Management Control 0888,Change Management,Detective,D. Senanayake,Annual,1,Needs Improvement,Effective,5,0,2025-07-05,2026-07-05,R04289,None,Overdue
C0889,Change Management Control 0889,Change Management,Preventive,A. Perera,Monthly,1,Needs Improvement,Effective,10,0,2026-06-08,2026-07-08,R02675,None,Overdue
C0890,Third-Party Risk Control 0890,Third-Party Risk,Detective,D. Senanayake,Semi-Annual,0,Effective,Effective,5,0,2026-08-21,2027-02-17,R02722,None,Scheduled
C0891,Data Protection Control 0891,Data Protection,Detective,T. Karunaratne,Continuous,0,Needs Improvement,Needs Improvement,40,9,2025-06-19,2025-07-19,R00731,Low,Overdue
C0892,Change Management Control 0892,Change Management,Preventive,A. Perera,Quarterly,0,Effective,Effective,20,0,2025-11-16,2026-02-14,R04510,None,Overdue
C0893,Access Control Control 0893,Access Control,Detective,K. Fernando,Annual,1,Effective,Needs Improvement,30,4,2026-03-16,2027-03-16,R02634,Low,Scheduled
C0894,Change Management Control 0894,Change Management,Corrective,M. Wijesinghe,Quarterly,0,Effective,Needs Improvement,5,2,2025-03-19,2025-06-17,R04985,Medium,Overdue
C0895,Business Continuity Control 0895,Business Continuity,Detective,S. Jayasinghe,Quarterly,1,Needs Improvement,Effective,40,0,2025-04-10,2025-07-09,R02773,None,Overdue
C0896,Access Control Control 0896,Access Control,Preventive,R. Gunawardena,Quarterly,0,Needs Improvement,Effective,30,0,2026-05-11,2026-08-09,R01417,None,Overdue
C0897,Incident Response Control 0897,Incident Response,Preventive,A. Perera,Monthly,0,Effective,Effective,10,0,2026-08-16,2026-09-15,R04632,None,Scheduled
C0898,Incident Response Control 0898,Incident Response,Detective,K. Fernando,Continuous,1,Effective,Effective,20,0,2026-04-23,2026-05-23,R02117,None,Overdue
C0899,Business Continuity Control 0899,Business Continuity,Preventive,A. Perera,Monthly,0,Effective,Effective,40,0,2025-03-27,2025-04-26,R01342,None,Overdue
C0900,Access Control Control 0900,Access Control,Preventive,S. Jayasinghe,Quarterly,0,Needs Improvement,Effective,15,0,2025-06-28,2025-09-26,R02751,None,Overdue
C0901,Vulnerability Management Control 0901,Vulnerability Management,Preventive,S. Jayasinghe,Quarterly,1,Effective,Needs Improvement,5,2,2026-07-21,2026-10-19,R04746,Medium,Scheduled
C0902,Incident Response Control 0902,Incident Response,Detective,T. Karunaratne,Annual,1,Effective,Effective,25,0,2025-09-21,2026-09-21,R00612,None,Scheduled
C0903,Third-Party Risk Control 0903,Third-Party Risk,Corrective,D. Senanayake,Continuous,1,Needs Improvement,Effective,30,0,2025-12-01,2025-12-31,R01069,None,Overdue
C0904,Third-Party Risk Control 0904,Third-Party Risk,Detective,S. Jayasinghe,Quarterly,0,Effective,Effective,30,0,2026-04-28,2026-07-27,R01142,None,Overdue
C0905,Access Control Control 0905,Access Control,Detective,T. Karunaratne,Quarterly,1,Effective,Effective,25,0,2026-05-25,2026-08-23,R04824,None,Overdue
C0906,Incident Response Control 0906,Incident Response,Preventive,K. Fernando,Monthly,0,Effective,Effective,25,0,2026-06-02,2026-07-02,R01594,None,Overdue
C0907,Change Management Control 0907,Change Management,Preventive,A. Perera,Annual,0,Ineffective,Effective,30,0,2026-02-02,2027-02-02,R03854,None,Scheduled
C0908,Access Control Control 0908,Access Control,Corrective,R. Gunawardena,Monthly,1,Needs Improvement,Effective,30,0,2025-06-03,2025-07-03,R00674,None,Overdue
C0909,Incident Response Control 0909,Incident Response,Preventive,N. Silva,Semi-Annual,0,Effective,Needs Improvement,25,3,2025-07-11,2026-01-07,R02465,Medium,Overdue
C0910,Third-Party Risk Control 0910,Third-Party Risk,Detective,A. Perera,Monthly,0,Needs Improvement,Effective,5,0,2025-04-12,2025-05-12,R01019,None,Overdue
C0911,Access Control Control 0911,Access Control,Corrective,A. Perera,Monthly,1,Needs Improvement,Needs Improvement,30,7,2026-08-12,2026-09-11,R04754,Medium,Scheduled
C0912,Business Continuity Control 0912,Business Continuity,Detective,R. Gunawardena,Annual,1,Effective,Ineffective,20,3,2026-02-20,2027-02-20,R00792,Medium,Scheduled
C0913,Access Control Control 0913,Access Control,Detective,R. Gunawardena,Annual,1,Effective,Effective,30,0,2025-03-23,2026-03-23,R01908,None,Overdue
C0914,Security Awareness Control 0914,Security Awareness,Preventive,S. Jayasinghe,Monthly,1,Effective,Effective,5,0,2025-08-19,2025-09-18,R01350,None,Overdue
C0915,Access Control Control 0915,Access Control,Corrective,T. Karunaratne,Continuous,1,Effective,Effective,30,0,2025-03-30,2025-04-29,R01509,None,Overdue
C0916,Change Management Control 0916,Change Management,Preventive,T. Karunaratne,Semi-Annual,1,Needs Improvement,Not Tested,25,2,2026-02-22,2026-08-21,R03437,Low,Overdue
C0917,Security Awareness Control 0917,Security Awareness,Detective,T. Karunaratne,Quarterly,1,Effective,Effective,10,0,2025-08-11,2025-11-09,R03821,None,Overdue
C0918,Third-Party Risk Control 0918,Third-Party Risk,Corrective,N. Silva,Monthly,0,Needs Improvement,Effective,40,0,2025-08-22,2025-09-21,R04251,None,Overdue
C0919,Security Awareness Control 0919,Security Awareness,Preventive,R. Gunawardena,Monthly,0,Effective,Needs Improvement,10,4,2025-12-24,2026-01-23,R03861,Medium,Overdue
C0920,Change Management Control 0920,Change Management,Preventive,D. Senanayake,Annual,0,Needs Improvement,Effective,20,0,2026-05-19,2027-05-19,R03308,None,Scheduled
C0921,Incident Response Control 0921,Incident Response,Detective,K. Fernando,Semi-Annual,1,Needs Improvement,Effective,25,0,2026-01-01,2026-06-30,R00502,None,Overdue
C0922,Third-Party Risk Control 0922,Third-Party Risk,Preventive,A. Perera,Quarterly,1,Effective,Effective,20,0,2025-11-08,2026-02-06,R00267,None,Overdue
C0923,Vulnerability Management Control 0923,Vulnerability Management,Preventive,D. Senanayake,Continuous,1,Effective,Needs Improvement,15,4,2025-06-12,2025-07-12,R03405,High,Overdue
C0924,Change Management Control 0924,Change Management,Corrective,M. Wijesinghe,Quarterly,0,Needs Improvement,Effective,5,0,2025-09-22,2025-12-21,R01182,None,Overdue
C0925,Change Management Control 0925,Change Management,Detective,R. Gunawardena,Semi-Annual,0,Effective,Effective,30,0,2025-07-05,2026-01-01,R00756,None,Overdue
C0926,Incident Response Control 0926,Incident Response,Preventive,A. Perera,Continuous,1,Effective,Effective,20,0,2025-10-31,2025-11-30,R00231,None,Overdue
C0927,Business Continuity Control 0927,Business Continuity,Corrective,N. Silva,Continuous,0,Effective,Effective,30,0,2025-09-03,2025-10-03,R03781,None,Overdue
C0928,Security Awareness Control 0928,Security Awareness,Preventive,T. Karunaratne,Annual,0,Effective,Not Tested,30,6,2026-03-11,2027-03-11,R00169,Medium,Scheduled
C0929,Change Management Control 0929,Change Management,Preventive,R. Gunawardena,Monthly,1,Effective,Needs Improvement,15,6,2026-02-13,2026-03-15,R02619,Medium,Overdue
C0930,Third-Party Risk Control 0930,Third-Party Risk,Detective,D. Senanayake,Quarterly,1,Effective,Effective,40,0,2025-07-16,2025-10-14,R03483,None,Overdue
C0931,Data Protection Control 0931,Data Protection,Detective,M. Wijesinghe,Quarterly,0,Needs Improvement,Needs Improvement,25,1,2026-07-12,2026-10-10,R02210,Critical,Scheduled
C0932,Vulnerability Management Control 0932,Vulnerability Management,Preventive,R. Gunawardena,Quarterly,0,Effective,Needs Improvement,20,1,2026-06-19,2026-09-17,R01664,Low,Scheduled
C0933,Change Management Control 0933,Change Management,Preventive,A. Perera,Annual,0,Effective,Effective,25,0,2026-01-19,2027-01-19,R00585,None,Scheduled
C0934,Vulnerability Management Control 0934,Vulnerability Management,Preventive,D. Senanayake,Semi-Annual,1,Effective,Effective,40,0,2026-01-02,2026-07-01,R01722,None,Overdue
C0935,Incident Response Control 0935,Incident Response,Detective,T. Karunaratne,Monthly,1,Effective,Effective,5,0,2025-04-27,2025-05-27,R02931,None,Overdue
C0936,Business Continuity Control 0936,Business Continuity,Detective,T. Karunaratne,Annual,1,Effective,Effective,30,0,2026-04-05,2027-04-05,R04761,None,Scheduled
C0937,Security Awareness Control 0937,Security Awareness,Preventive,S. Jayasinghe,Quarterly,1,Effective,Effective,10,0,2026-04-11,2026-07-10,R03911,None,Overdue
C0938,Vulnerability Management Control 0938,Vulnerability Management,Detective,K. Fernando,Continuous,0,Effective,Effective,25,0,2025-11-05,2025-12-05,R04359,None,Overdue
C0939,Security Awareness Control 0939,Security Awareness,Detective,A. Perera,Semi-Annual,1,Effective,Effective,25,0,2025-09-21,2026-03-20,R04877,None,Overdue
C0940,Security Awareness Control 0940,Security Awareness,Detective,N. Silva,Quarterly,1,Effective,Ineffective,30,12,2026-05-10,2026-08-08,R00181,Medium,Overdue
C0941,Incident Response Control 0941,Incident Response,Detective,M. Wijesinghe,Monthly,1,Effective,Effective,40,0,2026-05-28,2026-06-27,R04049,None,Overdue
C0942,Change Management Control 0942,Change Management,Corrective,A. Perera,Continuous,1,Effective,Effective,10,0,2026-04-01,2026-05-01,R01930,None,Overdue
C0943,Change Management Control 0943,Change Management,Preventive,D. Senanayake,Quarterly,1,Effective,Needs Improvement,10,1,2025-08-08,2025-11-06,R03189,High,Overdue
C0944,Incident Response Control 0944,Incident Response,Preventive,M. Wijesinghe,Continuous,0,Ineffective,Effective,10,0,2025-06-15,2025-07-15,R01539,None,Overdue
C0945,Change Management Control 0945,Change Management,Detective,R. Gunawardena,Continuous,1,Effective,Effective,30,0,2025-10-24,2025-11-23,R04316,None,Overdue
C0946,Third-Party Risk Control 0946,Third-Party Risk,Corrective,S. Jayasinghe,Monthly,0,Effective,Effective,20,0,2026-07-01,2026-07-31,R01708,None,Overdue
C0947,Business Continuity Control 0947,Business Continuity,Preventive,A. Perera,Continuous,1,Effective,Effective,30,0,2026-04-27,2026-05-27,R04723,None,Overdue
C0948,Incident Response Control 0948,Incident Response,Preventive,M. Wijesinghe,Monthly,0,Ineffective,Effective,20,0,2025-03-21,2025-04-20,R03029,None,Overdue
C0949,Data Protection Control 0949,Data Protection,Preventive,D. Senanayake,Monthly,0,Effective,Effective,25,0,2026-02-19,2026-03-21,R00155,None,Overdue
C0950,Business Continuity Control 0950,Business Continuity,Preventive,D. Senanayake,Semi-Annual,0,Ineffective,Needs Improvement,40,8,2025-06-10,2025-12-07,R00143,Medium,Overdue
C0951,Vulnerability Management Control 0951,Vulnerability Management,Corrective,A. Perera,Quarterly,1,Effective,Needs Improvement,25,11,2026-05-03,2026-08-01,R01620,Low,Overdue
C0952,Incident Response Control 0952,Incident Response,Detective,K. Fernando,Continuous,0,Needs Improvement,Not Tested,15,3,2026-02-11,2026-03-13,R04387,Medium,Overdue
C0953,Third-Party Risk Control 0953,Third-Party Risk,Preventive,S. Jayasinghe,Annual,1,Effective,Effective,10,0,2025-07-19,2026-07-19,R01049,None,Overdue
C0954,Business Continuity Control 0954,Business Continuity,Corrective,D. Senanayake,Quarterly,1,Effective,Needs Improvement,25,6,2025-06-10,2025-09-08,R00876,Medium,Overdue
C0955,Incident Response Control 0955,Incident Response,Detective,M. Wijesinghe,Quarterly,1,Effective,Ineffective,15,3,2025-06-05,2025-09-03,R03145,High,Overdue
C0956,Change Management Control 0956,Change Management,Detective,K. Fernando,Quarterly,0,Ineffective,Effective,20,0,2025-11-10,2026-02-08,R01148,None,Overdue
C0957,Incident Response Control 0957,Incident Response,Detective,A. Perera,Annual,0,Effective,Effective,15,0,2026-05-01,2027-05-01,R00729,None,Scheduled
C0958,Business Continuity Control 0958,Business Continuity,Preventive,S. Jayasinghe,Semi-Annual,0,Needs Improvement,Not Tested,20,3,2026-01-01,2026-06-30,R03020,High,Overdue
C0959,Vulnerability Management Control 0959,Vulnerability Management,Preventive,R. Gunawardena,Continuous,0,Effective,Effective,30,0,2025-12-17,2026-01-16,R03543,None,Overdue
C0960,Business Continuity Control 0960,Business Continuity,Preventive,K. Fernando,Quarterly,0,Effective,Effective,40,0,2025-12-05,2026-03-05,R04159,None,Overdue
C0961,Incident Response Control 0961,Incident Response,Preventive,N. Silva,Annual,0,Effective,Needs Improvement,10,4,2026-05-10,2027-05-10,R04022,High,Scheduled
C0962,Data Protection Control 0962,Data Protection,Corrective,M. Wijesinghe,Monthly,0,Effective,Not Tested,40,5,2025-08-21,2025-09-20,R02656,Medium,Overdue
C0963,Data Protection Control 0963,Data Protection,Preventive,N. Silva,Semi-Annual,1,Effective,Effective,15,0,2025-09-01,2026-02-28,R03075,None,Overdue
C0964,Business Continuity Control 0964,Business Continuity,Detective,R. Gunawardena,Semi-Annual,0,Effective,Ineffective,30,6,2025-12-08,2026-06-06,R01777,Medium,Overdue
C0965,Access Control Control 0965,Access Control,Detective,R. Gunawardena,Semi-Annual,1,Effective,Needs Improvement,30,4,2026-08-11,2027-02-07,R02942,Medium,Scheduled
C0966,Change Management Control 0966,Change Management,Detective,K. Fernando,Semi-Annual,1,Effective,Effective,40,0,2025-03-21,2025-09-17,R00904,None,Overdue
C0967,Security Awareness Control 0967,Security Awareness,Preventive,N. Silva,Monthly,1,Effective,Needs Improvement,30,12,2026-06-01,2026-07-01,R01339,Critical,Overdue
C0968,Business Continuity Control 0968,Business Continuity,Corrective,D. Senanayake,Quarterly,0,Effective,Not Tested,40,15,2026-04-07,2026-07-06,R01050,Low,Overdue
C0969,Access Control Control 0969,Access Control,Corrective,R. Gunawardena,Continuous,1,Effective,Effective,10,0,2025-09-27,2025-10-27,R01286,None,Overdue
C0970,Business Continuity Control 0970,Business Continuity,Preventive,S. Jayasinghe,Annual,1,Effective,Ineffective,10,1,2025-09-30,2026-09-30,R03175,Low,Scheduled
C0971,Vulnerability Management Control 0971,Vulnerability Management,Preventive,S. Jayasinghe,Quarterly,1,Effective,Effective,20,0,2025-11-17,2026-02-15,R04234,None,Overdue
C0972,Business Continuity Control 0972,Business Continuity,Preventive,S. Jayasinghe,Monthly,1,Needs Improvement,Not Tested,15,3,2026-06-17,2026-07-17,R03392,Medium,Overdue
C0973,Vulnerability Management Control 0973,Vulnerability Management,Preventive,S. Jayasinghe,Semi-Annual,0,Effective,Effective,10,0,2026-06-28,2026-12-25,R04440,None,Scheduled
C0974,Third-Party Risk Control 0974,Third-Party Risk,Detective,D. Senanayake,Quarterly,1,Needs Improvement,Effective,15,0,2025-05-28,2025-08-26,R00944,None,Overdue
C0975,Change Management Control 0975,Change Management,Detective,K. Fernando,Semi-Annual,0,Effective,Effective,25,0,2026-05-30,2026-11-26,R01736,None,Scheduled
C0976,Third-Party Risk Control 0976,Third-Party Risk,Preventive,N. Silva,Quarterly,1,Effective,Effective,25,0,2025-10-29,2026-01-27,R04690,None,Overdue
C0977,Data Protection Control 0977,Data Protection,Preventive,K. Fernando,Quarterly,1,Effective,Needs Improvement,15,5,2026-01-02,2026-04-02,R01269,Medium,Overdue
C0978,Third-Party Risk Control 0978,Third-Party Risk,Preventive,T. Karunaratne,Semi-Annual,0,Needs Improvement,Effective,30,0,2025-11-10,2026-05-09,R00460,None,Overdue
C0979,Vulnerability Management Control 0979,Vulnerability Management,Corrective,A. Perera,Quarterly,0,Needs Improvement,Needs Improvement,20,2,2026-04-02,2026-07-01,R01495,Medium,Overdue
C0980,Change Management Control 0980,Change Management,Preventive,M. Wijesinghe,Continuous,1,Effective,Needs Improvement,5,1,2026-04-05,2026-05-05,R02504,Medium,Overdue
C0981,Security Awareness Control 0981,Security Awareness,Preventive,N. Silva,Semi-Annual,1,Effective,Needs Improvement,40,9,2025-12-04,2026-06-02,R00154,High,Overdue
C0982,Data Protection Control 0982,Data Protection,Preventive,K. Fernando,Annual,0,Effective,Effective,5,0,2025-12-07,2026-12-07,R02245,None,Scheduled
C0983,Change Management Control 0983,Change Management,Preventive,M. Wijesinghe,Annual,1,Effective,Effective,25,0,2026-08-08,2027-08-08,R04192,None,Scheduled
C0984,Incident Response Control 0984,Incident Response,Detective,M. Wijesinghe,Quarterly,0,Needs Improvement,Needs Improvement,30,2,2025-08-12,2025-11-10,R00537,High,Overdue
C0985,Change Management Control 0985,Change Management,Detective,T. Karunaratne,Quarterly,0,Effective,Effective,25,0,2025-09-01,2025-11-30,R04721,None,Overdue
C0986,Change Management Control 0986,Change Management,Preventive,M. Wijesinghe,Quarterly,0,Effective,Effective,30,0,2026-01-09,2026-04-09,R03033,None,Overdue
C0987,Change Management Control 0987,Change Management,Detective,D. Senanayake,Semi-Annual,1,Effective,Needs Improvement,5,2,2026-05-20,2026-11-16,R01887,Medium,Scheduled
C0988,Business Continuity Control 0988,Business Continuity,Preventive,M. Wijesinghe,Monthly,0,Needs Improvement,Effective,40,0,2026-05-03,2026-06-02,R00894,None,Overdue
